transcript_id	wt_mrna_YPD1.isoforms.results	wt_mrna_YPD2.isoforms.results	wt_mrna_YPD3.isoforms.results	ncs2d_mrna_YPD1.isoforms.results	ncs2d_mrna_YPD2.isoforms.results	ncs2d_mrna_YPD3.isoforms.results	elp6d_mrna_YPD1.isoforms.results	elp6d_mrna_YPD2.isoforms.results	elp6d_mrna_YPD3.isoforms.results	ncs2d_elp6d_mrna_YPD1.isoforms.results	ncs2d_elp6d_mrna_YPD2.isoforms.results	ncs2d_elp6d_mrna_YPD3.isoforms.results
ETS1-1-t26_1	410.12	500.48	609.62	641.01	487.01	800.5	265.45	626.85	458.93	575.52	687.58	1031.8
ETS1-2-t26_1	410.12	500.48	609.62	641.01	487.01	800.5	265.45	626.85	458.93	575.52	687.58	1031.8
ETS2-1-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ETS2-2-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HRA1-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ICR1-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
IRT1-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
ITS1-1-t26_1	199.7	241.38	228.09	358.56	261.6	393.02	114.17	234.23	223.74	299.58	387.73	420.78
ITS1-2-t26_1	199.7	241.38	228.09	358.56	261.6	393.02	114.17	234.23	223.74	299.58	387.73	420.78
ITS2-1-t26_1	222.06	259.66	333.24	427.67	318.36	436.73	183.45	439.26	329.31	372.89	396.99	636.13
ITS2-2-t26_1	222.06	259.66	333.24	427.67	318.36	436.73	183.45	439.26	329.31	372.89	396.99	636.13
LSR1-t26_1	183.0	212.0	207.0	175.0	264.0	281.0	97.0	296.0	224.0	253.0	226.0	391.0
NME1-t26_1	36.0	29.0	33.0	33.0	32.0	40.0	39.0	81.0	53.0	51.0	45.0	57.0
PWR1-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q0020-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q0045-t26_1	5.0	1.0	9.62	3.47	1.0	11.2	3.45	21.35	9.74	25.01	6.56	42.77
Q0050-t26_1	0.0	2.0	5.0	2.0	0.0	16.0	0.0	4.19	4.0	8.0	7.25	23.19
Q0055-t26_1	1.0	0.0	0.0	3.0	1.0	2.0	1.0	0.0	5.0	4.0	2.07	6.11
Q0060-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0
Q0065-t26_1	1.0	0.0	0.0	0.0	0.0	6.33	0.0	0.0	2.0	2.12	1.15	6.59
Q0070-t26_1	0.0	0.0	3.38	2.53	1.0	1.47	1.55	5.47	5.26	6.87	5.98	14.35
Q0075-t26_1	1.0	0.0	3.0	1.0	2.0	10.0	2.0	3.0	8.0	28.0	21.0	41.0
Q0080-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q0085-t26_1	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	2.0	1.0	2.0
Q0105-t26_1	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.69	0.92	2.8	3.52	6.54
Q0110-t26_1	0.0	0.0	0.0	2.0	0.0	0.0	2.0	5.21	0.0	2.0	2.41	2.51
Q0115-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36	1.29	4.8
Q0120-t26_1	0.0	0.0	6.0	1.0	0.0	0.0	1.0	7.1	5.08	4.84	6.78	9.15
Q0130-t26_1	3.0	2.0	1.0	0.0	3.0	3.0	2.0	6.0	9.0	3.0	8.0	4.0
Q0140-t26_1	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	2.0	1.0	5.0
Q0158-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q0160-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q0250-t26_1	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	5.0	3.0	4.0
Q0255-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0
Q0275-t26_1	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	5.0	1.0	2.0
Q0285-t26_1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
RDN18-1-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RDN18-2-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RDN25-1-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RDN25-2-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RDN37-1-t26_1	704.8	700.98	1274.78	1035.34	805.26	1647.36	727.39	1664.55	1402.32	1045.77	1228.08	2208.97
RDN37-2-t26_1	704.8	700.98	1274.78	1035.34	805.26	1647.36	727.39	1664.55	1402.32	1045.77	1228.08	2208.97
RDN5-1-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RDN5-2-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RDN5-3-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RDN5-4-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RDN5-5-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RDN5-6-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RDN58-1-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RDN58-2-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RME2-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RME3-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNA170-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPR1-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
RUF20-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
RUF21-t26_1	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
RUF22-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RUF23-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RUF5-1-t26_1	0.5	0.0	0.71	0.0	0.71	2.0	1.42	0.71	0.0	1.0	0.0	1.42
RUF5-2-t26_1	0.5	0.0	0.71	0.0	0.71	2.0	1.42	0.71	0.0	1.0	0.0	1.42
SCR1-t26_1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SRG1-t26_1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
TLC1-t26_1	1573.0	1578.0	1937.0	1730.0	1887.0	2881.0	1078.0	2852.0	2300.0	1547.0	1613.0	2918.0
YAL001C-t26_1	536.0	493.0	708.0	639.0	681.0	1030.0	439.0	1201.0	1061.0	858.0	591.0	1639.0
YAL002W-t26_1	512.0	511.0	709.0	687.0	529.0	812.0	494.0	1188.0	1049.0	727.0	864.0	1458.0
YAL003W-t26_1	17018.0	19386.0	20800.0	15182.0	14491.0	26854.0	11092.0	29185.0	27595.0	14921.0	14474.0	32465.0
YAL005C-t26_1	8141.95	11467.33	17995.99	15176.5	11162.65	21265.32	9417.08	26467.13	17734.48	14987.68	19029.37	36131.94
YAL007C-t26_1	1141.0	1173.0	1543.0	1109.0	1194.0	2166.0	910.0	2459.0	2122.0	1332.0	1107.0	2649.0
YAL008W-t26_1	218.0	235.0	255.0	244.0	286.0	508.0	177.0	518.0	421.0	397.0	369.0	756.0
YAL009W-t26_1	280.0	241.0	368.0	317.0	354.0	512.0	234.0	744.0	573.0	401.0	415.0	775.0
YAL010C-t26_1	227.0	201.0	309.0	264.0	276.0	508.0	180.0	490.0	447.0	362.0	209.0	667.0
YAL011W-t26_1	228.0	257.0	385.0	244.0	299.0	520.0	216.0	514.0	428.0	378.0	245.0	666.0
YAL012W-t26_1	4990.0	5922.0	7505.0	6688.0	5429.0	10027.0	5552.0	14316.0	12880.0	8875.0	12173.0	18703.0
YAL013W-t26_1	351.0	442.0	493.0	486.0	476.0	757.0	327.0	848.0	784.0	630.0	786.0	1336.0
YAL014C-t26_1	399.0	466.0	569.0	589.0	592.0	863.0	425.0	1178.0	899.0	652.0	692.0	1234.0
YAL015C-t26_1	245.0	268.0	331.0	292.0	310.0	532.0	271.0	766.0	512.0	370.0	374.0	767.0
YAL016W-t26_1	1779.0	1907.0	2369.0	2305.0	2101.0	3411.0	1633.0	4169.0	3433.0	2306.0	2454.0	4600.0
YAL017W-t26_1	591.0	557.0	864.0	792.0	749.0	1079.0	574.0	1544.0	1165.0	994.0	970.0	1672.0
YAL018C-t26_1	2.0	4.0	1.0	4.0	2.0	5.0	2.0	8.0	5.0	0.0	4.0	12.0
YAL019W-t26_1	815.0	741.0	1079.0	966.0	984.0	1692.0	669.0	1837.0	1729.0	1435.0	1086.0	2766.0
YAL020C-t26_1	351.0	394.0	457.0	364.0	367.0	573.0	306.0	860.0	667.0	538.0	511.0	1002.0
YAL021C-t26_1	675.0	629.0	1070.0	987.0	795.0	1100.0	726.0	2145.0	1507.0	942.0	1243.0	1917.0
YAL022C-t26_1	859.0	872.0	1155.0	989.0	1017.0	1528.0	807.0	2355.0	1852.0	1321.0	1461.0	2444.0
YAL023C-t26_1	4204.0	4454.0	5813.0	4764.0	4133.0	5823.0	3475.0	9362.0	7646.0	4644.0	5611.0	9646.0
YAL024C-t26_1	247.0	230.0	442.0	314.0	284.0	458.0	263.0	590.0	663.0	455.0	384.0	883.0
YAL025C-t26_1	603.0	643.0	1065.0	684.0	942.0	1676.0	561.0	1610.0	1412.0	963.0	853.0	1959.0
YAL026C-t26_1	772.0	691.0	1148.0	966.0	913.0	1400.0	698.0	1699.0	1721.0	1128.0	899.0	2303.0
YAL027W-t26_1	142.0	120.0	202.0	169.0	193.0	360.0	130.0	272.0	319.0	238.0	157.0	451.0
YAL028W-t26_1	110.0	93.0	133.0	109.0	110.0	144.0	84.0	250.0	171.0	151.0	161.0	264.0
YAL029C-t26_1	1007.0	962.0	1815.0	1392.0	1264.0	1985.0	1070.0	2579.0	2231.0	1612.0	1320.0	3107.0
YAL030W-t26_1	208.0	219.0	319.0	327.0	281.0	588.0	213.0	652.0	515.0	423.0	553.0	922.0
YAL031C-t26_1	419.0	401.0	542.0	569.0	493.0	672.0	364.0	1072.0	805.0	604.0	637.0	1146.0
YAL032C-t26_1	182.0	180.0	271.0	210.0	208.0	375.0	178.0	532.0	418.0	261.0	306.0	545.0
YAL033W-t26_1	320.0	362.0	447.0	360.0	396.0	734.0	329.0	777.0	739.0	512.0	303.0	966.0
YAL034C-t26_1	118.0	141.0	167.0	186.0	160.0	237.0	128.0	388.0	297.0	241.0	357.0	525.0
YAL034W-A-t26_1	125.0	119.0	169.0	122.0	134.0	298.0	69.0	224.0	215.0	183.0	132.0	317.0
YAL035W-t26_1	3357.0	3836.0	5661.0	4224.0	4260.0	9477.0	4206.0	9489.0	8508.0	7586.0	6884.0	17982.0
YAL036C-t26_1	1656.0	1774.0	2319.0	2315.0	2239.0	3713.0	1957.0	4903.0	4087.0	3417.0	3184.0	7170.0
YAL037C-A-t26_1	228.0	159.0	290.0	290.0	220.0	479.0	115.0	308.0	251.0	333.0	368.0	444.0
YAL037W-t26_1	52.0	50.0	99.0	61.0	81.0	149.0	63.0	102.0	170.0	87.0	79.0	228.0
YAL038W-t26_1	60288.0	69095.0	86964.0	74033.0	55806.0	106573.0	53417.0	136309.0	114821.0	58915.0	77398.0	133639.0
YAL039C-t26_1	311.0	328.0	393.0	379.0	350.0	599.0	302.0	770.0	768.0	494.0	515.0	1008.0
YAL040C-t26_1	404.0	401.0	505.0	502.0	443.0	593.0	465.0	1078.0	978.0	574.0	730.0	1314.0
YAL041W-t26_1	678.0	673.0	937.0	948.0	918.0	1339.0	724.0	2070.0	1834.0	1211.0	1090.0	2393.0
YAL042W-t26_1	2540.0	2641.0	3483.0	3076.0	3060.0	5079.0	2883.0	7345.0	5920.0	3991.0	4578.0	7999.0
YAL043C-t26_1	820.0	913.0	1138.0	1340.0	1033.0	1456.0	838.0	2133.0	1709.0	1269.0	1619.0	2756.0
YAL044C-t26_1	1582.0	1305.0	1750.0	1755.0	1796.0	3178.0	1569.0	4088.0	3443.0	2185.0	2231.0	4582.0
YAL044W-A-t26_1	263.0	252.0	374.0	244.0	233.0	485.0	209.0	703.0	534.0	299.0	326.0	625.0
YAL046C-t26_1	213.0	193.0	370.0	269.0	282.0	564.0	238.0	594.0	526.0	334.0	408.0	709.0
YAL047C-t26_1	160.0	129.0	223.0	160.0	217.0	350.0	168.0	488.0	336.0	329.0	173.0	562.0
YAL048C-t26_1	268.0	242.0	368.0	331.0	301.0	371.0	237.0	680.0	555.0	370.0	453.0	748.0
YAL049C-t26_1	575.0	579.0	848.0	625.0	685.0	1173.0	467.0	1160.0	1084.0	684.0	698.0	1430.0
YAL051W-t26_1	460.0	422.0	666.0	589.0	601.0	884.0	435.0	1181.0	1042.0	836.0	689.0	1505.0
YAL053W-t26_1	1089.0	1089.0	1397.0	1419.0	1249.0	1652.0	1061.0	3206.0	2514.0	2070.0	2194.0	3681.0
YAL054C-t26_1	163.0	143.0	226.0	199.0	199.0	332.0	182.0	480.0	347.0	237.0	305.0	493.0
YAL055W-t26_1	95.0	72.0	127.0	81.0	106.0	173.0	61.0	165.0	180.0	169.0	95.0	253.0
YAL056W-t26_1	703.0	670.0	806.0	873.0	835.0	1106.0	576.0	1640.0	1354.0	1032.0	861.0	1878.0
YAL058W-t26_1	455.0	483.0	667.0	521.0	494.0	896.0	406.0	1167.0	896.0	568.0	700.0	1191.0
YAL059W-t26_1	392.0	440.0	648.0	430.0	456.0	891.0	320.0	834.0	657.0	467.0	385.0	888.0
YAL060W-t26_1	1064.0	1155.0	1312.0	1178.0	1098.0	1702.0	1043.0	2729.0	2206.0	1139.0	1295.0	2322.0
YAL061W-t26_1	262.0	293.0	331.0	339.0	257.0	499.0	289.0	782.0	634.0	529.0	705.0	1058.0
YAL062W-t26_1	222.0	268.0	360.0	271.0	187.0	391.0	240.0	669.0	497.0	282.0	400.0	690.0
YAL063C-t26_1	135.12	166.94	247.64	198.35	188.95	286.38	131.22	369.03	293.49	246.14	262.87	421.37
YAL063C-A-t26_1	9.0	12.0	10.0	10.0	16.0	16.0	12.0	23.0	22.0	17.0	15.0	20.0
YAL064C-A-t26_1	12.81	5.99	12.13	19.55	14.36	17.75	12.45	27.64	36.93	24.18	26.39	28.83
YAL064W-t26_1	3.0	4.0	6.0	1.0	6.0	5.0	1.0	6.0	2.0	5.0	5.0	11.0
YAL064W-B-t26_1	10.65	10.02	16.92	12.82	23.87	11.19	15.31	16.52	24.5	24.1	34.22	31.56
YAL065C-t26_1	27.41	19.45	28.19	29.04	18.33	24.15	24.18	78.41	39.8	31.78	29.19	50.34
YAL067C-t26_1	31.0	29.0	41.0	26.0	18.0	50.0	34.0	64.0	64.0	48.0	60.0	125.0
YAL067W-A-t26_1	1.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
YAL068C-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1	0.0	0.0
YAR002C-A-t26_1	1918.0	2141.0	2906.0	1978.0	2109.0	3974.0	1767.0	4351.0	3849.0	2283.0	2467.0	5061.0
YAR002W-t26_1	1008.0	933.0	1452.0	1003.0	1130.0	1738.0	831.0	2361.0	1859.0	1159.0	1093.0	2377.0
YAR003W-t26_1	488.0	514.0	636.0	605.0	568.0	947.0	402.0	1166.0	927.0	713.0	652.0	1285.0
YAR007C-t26_1	1145.0	1101.0	1573.0	1205.0	1341.0	2089.0	962.0	2537.0	2116.0	1552.0	1279.0	2906.0
YAR008W-t26_1	269.0	245.0	425.0	270.0	323.0	608.0	221.0	735.0	567.0	398.0	271.0	758.0
YAR009C-t26_1	68.28	44.2	162.84	90.73	108.97	193.7	51.24	140.79	176.31	91.59	77.71	166.53
YAR010C-t26_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR014C-t26_1	878.0	936.0	1165.0	1025.0	1013.0	1371.0	708.0	2180.0	1705.0	1130.0	1010.0	2205.0
YAR015W-t26_1	2049.0	1868.0	2084.0	1480.0	1460.0	2258.0	1053.0	2503.0	2211.0	1020.0	1087.0	2100.0
YAR018C-t26_1	281.0	241.0	394.0	309.0	342.0	450.0	264.0	671.0	618.0	442.0	517.0	983.0
YAR019C-t26_1	258.0	264.0	313.0	363.0	291.0	453.0	248.0	735.0	552.0	438.0	489.0	882.0
YAR020C-t26_1	20.0	11.0	11.0	24.0	19.0	23.0	24.0	34.0	33.0	25.0	25.0	50.0
YAR023C-t26_1	57.0	39.0	78.0	75.0	56.0	78.0	66.0	135.0	113.0	77.0	86.0	122.0
YAR027W-t26_1	493.39	464.17	644.0	478.64	527.6	818.92	350.73	963.33	831.88	625.99	458.77	1060.04
YAR028W-t26_1	258.0	234.0	388.0	340.0	313.0	528.0	258.0	638.0	518.0	366.0	327.0	717.0
YAR029W-t26_1	35.0	42.0	57.0	41.0	52.0	76.0	29.0	87.0	77.0	47.0	54.0	104.0
YAR031W-t26_1	146.93	157.22	255.15	155.65	155.94	291.42	135.07	374.96	276.12	192.87	220.53	354.96
YAR033W-t26_1	223.71	200.29	249.43	220.88	259.24	422.79	183.85	548.79	435.55	298.36	342.92	577.81
YAR035C-A-t26_1	2.0	2.0	6.0	1.0	4.0	4.0	5.0	10.0	14.0	9.0	15.0	10.0
YAR035W-t26_1	123.0	145.0	145.0	185.0	181.0	228.0	179.0	494.0	424.0	293.0	396.0	621.0
YAR042W-t26_1	598.0	625.0	979.0	717.0	653.0	896.0	601.0	1475.0	1268.0	902.0	937.0	1818.0
YAR050W-t26_1	68.65	62.79	112.06	118.26	79.29	92.58	112.87	267.02	203.67	144.37	225.37	311.14
YAR061W-t26_1	39.5	29.24	44.54	33.7	27.56	30.52	32.71	81.59	39.86	42.81	48.19	73.43
YAR064W-t26_1	5.62	19.38	26.53	16.0	12.0	13.85	6.96	38.33	22.61	5.71	14.09	32.97
YAR066W-t26_1	40.51	0.0	65.92	46.0	20.0	29.42	0.0	35.83	75.0	16.52	8.66	22.39
YAR068W-t26_1	145.0	92.0	225.0	133.0	95.0	213.0	90.0	287.01	238.0	204.0	262.0	389.01
YAR071W-t26_1	858.41	879.15	1225.29	364.17	310.39	279.92	227.32	726.74	447.21	157.22	160.53	310.72
YBL001C-t26_1	762.0	782.0	952.0	823.0	856.0	1647.0	692.0	1797.0	1486.0	1185.0	1022.0	2207.0
YBL002W-t26_1	4141.55	4574.9	6293.25	4157.53	4085.56	7492.1	3435.21	10136.16	8178.17	4371.84	5332.22	9670.18
YBL003C-t26_1	6270.54	5604.99	9116.65	5968.36	6614.89	12373.15	5642.13	13922.14	13062.4	7097.33	5188.79	15221.67
YBL004W-t26_1	1138.0	1131.0	2144.0	1477.0	1331.0	2226.0	1167.0	3007.0	2874.0	1805.0	1739.0	3237.0
YBL005W-t26_1	754.0	680.0	1163.0	1034.0	897.0	1576.0	649.0	1778.0	1461.0	1076.0	1230.0	2175.0
YBL005W-A-t26_1	276.18	273.21	427.97	417.81	427.62	546.25	450.3	1083.71	1101.06	779.04	1076.68	1416.38
YBL005W-B-t26_1	324.95	279.86	600.65	434.05	468.03	676.52	420.46	1058.52	946.04	615.41	594.06	1231.61
YBL006C-t26_1	491.0	411.0	604.0	420.0	467.0	768.0	362.0	1019.0	896.0	470.0	471.0	949.0
YBL007C-t26_1	1905.0	1944.0	2665.0	2449.0	1982.0	2625.0	1898.0	4728.0	3996.0	2506.0	3320.0	5577.0
YBL008W-t26_1	401.91	349.0	555.0	496.89	549.0	779.77	347.0	1109.45	900.74	641.72	603.0	1176.47
YBL008W-A-t26_1	4.09	5.0	9.0	6.11	8.0	10.23	9.0	17.55	13.26	10.28	15.0	45.53
YBL009W-t26_1	613.0	688.0	1012.0	744.0	721.0	1133.0	561.0	1478.0	1357.0	849.0	820.0	1769.0
YBL010C-t26_1	201.0	180.0	279.0	207.0	248.0	361.0	145.0	477.0	398.0	269.0	236.0	546.0
YBL011W-t26_1	895.0	1054.0	1297.0	1095.0	966.0	1384.0	755.0	2225.0	1738.0	1092.0	1278.0	2214.0
YBL013W-t26_1	67.0	62.0	65.0	78.0	50.0	44.0	66.0	188.0	128.0	79.0	92.0	201.0
YBL014C-t26_1	442.0	378.0	604.0	627.0	585.0	790.0	425.0	1154.0	993.0	663.0	646.0	1400.0
YBL015W-t26_1	379.0	398.0	446.0	353.0	355.0	476.0	308.0	812.0	676.0	379.0	484.0	864.0
YBL016W-t26_1	608.0	558.0	730.0	645.0	633.0	1070.0	400.0	1276.0	1047.0	547.0	610.0	1111.0
YBL017C-t26_1	1050.0	1176.0	1625.0	1267.0	1172.0	1722.0	1058.0	2953.0	2262.0	1479.0	1895.0	2682.0
YBL018C-t26_1	360.0	315.0	505.0	415.0	463.0	716.0	342.0	953.0	808.0	413.0	391.0	910.0
YBL019W-t26_1	210.0	224.0	248.0	185.0	255.0	365.0	168.0	492.0	401.0	308.0	269.0	538.0
YBL020W-t26_1	590.0	632.0	783.0	884.0	730.0	1020.0	548.0	1542.0	1336.0	948.0	1073.0	1788.0
YBL021C-t26_1	146.0	146.0	200.0	179.0	186.0	356.0	152.0	457.0	316.0	269.0	284.0	511.0
YBL022C-t26_1	1512.0	1491.0	2294.0	2484.0	2461.0	3725.0	1810.0	4676.0	3952.0	3200.0	2837.0	6316.0
YBL023C-t26_1	619.0	673.0	783.0	687.0	634.0	944.0	456.0	1359.0	1053.0	745.0	775.0	1331.0
YBL024W-t26_1	1603.0	1676.0	2661.0	1889.0	1686.0	3519.0	1553.0	3934.0	3313.0	1917.0	1759.0	4172.0
YBL025W-t26_1	132.0	139.0	212.0	179.0	189.0	331.0	138.0	298.0	294.0	194.0	197.0	383.0
YBL026W-t26_1	393.0	269.0	586.0	310.0	336.0	856.0	269.0	681.0	691.0	413.0	274.0	831.0
YBL027W-t26_1	13411.8	14972.34	21900.37	13118.94	13103.1	28519.95	11817.08	29570.21	24624.32	14015.09	14572.26	31947.21
YBL028C-t26_1	394.0	330.0	622.0	325.0	437.0	1075.0	369.0	758.0	790.0	529.0	272.0	1137.0
YBL029C-A-t26_1	125.0	136.0	142.0	105.0	109.0	167.0	74.0	205.0	222.0	126.0	111.0	249.0
YBL029W-t26_1	140.0	148.0	180.0	125.0	180.0	248.0	98.0	305.0	257.0	170.0	189.0	361.0
YBL030C-t26_1	2089.0	2878.0	2904.0	3445.0	2783.0	4744.0	2427.0	6494.0	5411.0	4107.0	4933.0	9287.0
YBL031W-t26_1	221.0	143.0	264.0	234.0	214.0	398.0	183.0	551.0	427.0	299.0	281.0	574.0
YBL032W-t26_1	1400.0	1764.0	1774.0	1368.0	1298.0	2223.0	1121.0	2971.0	2542.0	1378.0	1421.0	2727.0
YBL033C-t26_1	420.0	444.0	548.0	473.0	501.0	760.0	379.0	1119.0	892.0	630.0	693.0	1159.0
YBL034C-t26_1	264.0	232.0	506.0	277.0	326.0	568.0	268.0	747.0	629.0	462.0	369.0	952.0
YBL035C-t26_1	505.0	578.0	742.0	719.0	646.0	989.0	483.0	1292.0	1057.0	705.0	726.0	1463.0
YBL036C-t26_1	875.0	915.0	1387.0	1087.0	1187.0	2058.0	830.0	1892.0	1640.0	1298.0	1132.0	2662.0
YBL037W-t26_1	389.0	438.0	663.0	648.0	450.0	813.0	414.0	1280.0	1064.0	705.0	857.0	1494.0
YBL038W-t26_1	348.0	298.0	517.0	358.0	436.0	756.0	326.0	720.0	630.0	513.0	426.0	920.0
YBL039C-t26_1	3178.0	3198.0	4343.0	3145.0	3103.0	5029.0	2287.0	6207.0	5216.0	2880.0	2863.0	5786.0
YBL039W-B-t26_1	62.0	39.0	103.0	60.0	63.0	79.0	56.0	117.0	115.0	86.0	74.0	179.0
YBL040C-t26_1	1281.0	1134.0	1788.0	1465.0	1495.0	2531.0	1256.0	3021.0	2811.0	1780.0	1486.0	3601.0
YBL041W-t26_1	1713.0	1506.0	2393.0	1755.0	1976.0	3269.0	1280.0	3690.0	3382.0	2068.0	1979.0	4194.0
YBL042C-t26_1	1228.0	1259.0	1599.0	1171.0	1098.0	1808.0	1030.0	2765.0	2430.0	1282.0	1335.0	2242.0
YBL043W-t26_1	4.0	5.0	11.0	12.0	13.0	13.0	6.0	29.0	28.0	23.0	22.0	53.0
YBL044W-t26_1	6.0	8.0	10.0	4.0	6.0	11.0	8.0	13.0	11.0	8.0	9.0	28.0
YBL045C-t26_1	1164.0	1196.0	1548.0	1558.0	1648.0	2409.0	1387.0	3522.0	3519.0	2964.0	1941.0	5760.0
YBL046W-t26_1	329.0	315.0	513.0	343.0	423.0	716.0	280.0	709.0	621.0	541.0	403.0	1073.0
YBL047C-t26_1	1245.0	1224.0	2039.0	1669.0	1501.0	2278.0	1462.0	3826.0	3169.0	2168.0	2140.0	4534.0
YBL049W-t26_1	73.0	66.0	95.0	95.0	92.0	124.0	54.0	178.0	162.0	123.0	112.0	252.0
YBL050W-t26_1	865.0	954.0	1173.0	906.0	989.0	1692.0	662.0	1777.0	1388.0	1009.0	958.0	1954.0
YBL051C-t26_1	450.0	385.0	850.0	642.0	599.0	1083.0	559.0	1275.0	1413.0	1051.0	1016.0	2306.0
YBL052C-t26_1	467.0	399.0	783.0	432.0	634.0	1082.0	364.0	962.0	1096.0	806.0	417.0	1480.0
YBL054W-t26_1	465.0	427.0	702.0	606.0	605.0	995.0	521.0	1291.0	1221.0	775.0	686.0	1292.0
YBL055C-t26_1	507.0	479.0	800.0	554.0	492.0	940.0	459.0	1078.0	913.0	469.0	510.0	1070.0
YBL056W-t26_1	2051.0	2065.0	2807.0	2492.0	2406.0	3895.0	1817.0	4749.0	3976.0	2777.0	2314.0	5635.0
YBL057C-t26_1	621.0	558.0	941.0	714.0	749.0	1281.0	593.0	1253.0	1218.0	810.0	800.0	1619.0
YBL058W-t26_1	1542.0	1594.0	2261.0	2392.0	2280.0	3712.0	1769.0	4778.0	3694.0	3143.0	3166.0	6356.0
YBL059C-A-t26_1	151.0	120.0	256.0	151.0	213.0	317.0	156.0	384.0	332.0	235.0	174.0	533.0
YBL059W-t26_1	84.0	62.0	169.0	120.0	112.0	223.0	103.0	253.0	223.0	158.0	181.0	333.0
YBL060W-t26_1	401.0	329.0	506.0	412.0	554.0	819.0	310.0	882.0	788.0	696.0	546.0	1248.0
